(
    (3382.5191322235196 72.38745199419941 0)
    (3418.0713754032936 46.95787161633234 0)
    (3452.478375736565 19.99894208686942 0)
    (3485.6743943292827 -8.437828174540073 0)
    (3517.596006020055 -38.29810714798123 0)
    (3548.1822205618837 -69.52484302141829 0)
    (3577.374599151687 -102.05837319534612 0)
    (3605.1173660849686 -135.83653827567423 0)
    (3631.357515322305 -170.79480083705585 0)
    (3656.044911764043 -206.86636872974327 0)
    (3679.132387039694 -243.98232269437085 0)
    (3700.575829629037 -282.0717480408607 0)
    (3720.3342691427088 -321.0618701398339 0)
    (3738.3699546012813 -360.8781934676806 0)
    (3754.6484265632457 -401.4446439396131 0)
    (3769.138582964104 -442.6837142587524 0)
    (3781.8127385407633 -484.5166120035526 0)
    (3792.6466777277137 -526.8634101706127 0)
    (3801.619700923901 -569.6431998852534 0)
    (3808.714664041916 -612.7742449880815 0)
    (3813.918011263926 -656.1741382021835 0)
    (3817.2198009417652 -699.7599585825734 0)
    (3818.613724591705 -743.4484299470685 0)
    (3818.097118947599 -787.1560799858975 0)
    (3815.6709710493924 -830.799399746019 0)
    (3811.339916357256 -874.2950031854701 0)
    (3805.112229894956 -917.5597864928609 0)
    (3796.9998104393867 -960.5110868676478 0)
    (3787.0181577864587 -1003.0668404577848 0)
    (3775.1863431367938 -1045.1457391530248 0)
    (3761.5269726578053 -1086.667385934264 0)
    (3746.066144291772 -1127.5524484821462 0)
    (3728.8333978924447 -1167.7228107514206 0)
    (3709.8616587854485 -1207.1017222214484 0)
    (3689.187174860311 -1245.6139445377144 0)
    (3666.849447314322 -1283.1858952641455 0)
    (3642.891155180533 -1319.745788471597 0)
    (3617.3580737841085 -1355.2237718938807 0)
    (3590.29898728282 -1389.5520603892887 0)
    (3562.7023685781946 -1423.4511114316151 0)
    (3536.5528656173133 -1458.4772309455877 0)
    (3511.9589942231173 -1494.6126297001883 0)
    (3488.967744074747 -1531.7882664791769 0)
    (3467.6230428422377 -1569.933112560963 0)
    (3447.965672257193 -1608.9742874278961 0)
    (3430.0331901941627 -1648.837198013644 0)
    (3413.8598589116114 -1689.4456812226126 0)
    (3399.4765795895687 -1730.7221494491014 0)
    (3386.9108332890487 -1772.5877388181666 0)
    (3376.186628446029 -1814.9624598649557 0)
    (3367.3244550003214 -1857.765350364622 0)
    (3360.3412452469697 -1900.9146300208217 0)
    (3355.2503414849725 -1944.3278567172365 0)
    (3352.0614705251464 -1987.9220840335893 0)
    (3350.7807251058343 -2031.6140197251918 0)
    (3351.4105522519612 -2075.320184863239 0)
    (3353.9497485996876 -2118.95707333178 0)
    (3358.3934626955865 -2162.4413113766414 0)
    (3364.733204265955 -2205.6898169014476 0)
    (3372.956860438547 -2248.6199582064005 0)
    (3383.048718885738 -2291.1497118665156 0)
    (3394.9894978448983 -2333.1978194476746 0)
    (3408.7563829586215 -2374.6839427610644 0)
    (3424.3230708644205 -2415.5288173593744 0)
    (3441.659819450602 -2455.654403981476 0)
    (3460.733504682306 -2494.984037656227 0)
    (3481.5076838891327 -2533.4425741805267 0)
    (3503.9426653934406 -2570.956533691748 0)
    (3527.9955843462803 -2607.4542410602444 0)
    (3553.620484626068 -2642.865962833679 0)
    (3580.7684066435286 -2677.124040471546 0)
    (3609.387480885136 -2710.163019615303 0)
    (3639.4230270163325 -2741.919775147142 0)
    (3670.8176583551726 -2772.333631798454 0)
    (3703.5113915167826 -2801.3464800775473 0)
    (3737.4417610191513 -2828.9028872951244 0)
    (3772.5439386312746 -2854.9502034753987 0)
    (3808.75085723563 -2879.438661950481 0)
    (3845.993338968325 -2902.3214744458473 0)
    (3884.2002273920934 -2923.5549204752133 0)
    (3923.298523449599 -2943.098430874009 0)
    (3963.213524937305 -2960.9146653118664 0)
    (4003.8689692334074 -2976.9695836360042 0)
    (4045.1871790071536 -2991.2325109092167 0)
    (4087.0892106311326 -3003.67619601819 0)
    (4129.495005012988 -3014.2768637401778 0)
    (4172.323540558366 -3023.014260168548 0)
    (4215.492987972843 -3029.8716914104157 0)
    (4258.920866607067 -3034.8360554824203 0)
    (4302.524202046392 -3037.897867343709 0)
    (4346.219684643919 -3039.0512770183013 0)
    (4389.923828694034 -3038.2940807721984 0)
    (4433.553131942326 -3035.6277253238977 0)
    (4477.02423512714 -3031.057305080253 0)
    (4520.254081247898 -3024.591552402971 0)
    (4563.1600742559385 -3016.242820924338 0)
    (4605.660236864627 -3006.0270619440544 0)
    (4647.673367177265 -2993.963793952276 0)
    (4689.119193833504 -2980.0760653370826 0)
    (4729.9185293778555 -2964.3904103476443 0)
    (4769.99342155727 -2946.936798397205 0)
    (4809.267302258704 -2927.7485768027536 0)
    (4847.665133802111 -2906.862407070792 0)
    (4885.113552309354 -2884.31819485092 0)
    (4921.541007875102 -2860.1590136910845 0)
    (4956.877901271908 -2834.4310227401565 0)
    (4991.056716928273 -2807.1833785550825 0)
    (5024.012151925624 -2778.46814118111 0)
    (5055.6812407677335 -2748.340174684534 0)
    (5086.00347568421 -2716.857042328012 0)
    (5114.920922238189 -2684.078896588724 0)
    (5142.378330017347 -2650.068364229508 0)
    (5168.323238196755 -2614.8904266425725 0)
    (5192.7060757718655 -2578.6122956943827 0)
    (5215.480256270147 -2541.3032853089553 0)
    (5236.602266760383 -2503.0346790349013 0)
    (5256.031750989594 -2463.8795938492567 0)
    (5273.731586488723 -2423.91284045832 0)
    (5289.667955499777 -2383.2107803624012 0)
    (5303.8104095888975 -2341.8511799575936 0)
    (5316.1319278219125 -2299.913061953304 0)
